,Contact_ID,Start_Date,Prospect Outcome,Prospect Status,Prospect Renewal Date,Renewal Month,Payment Method,Renewal Score at release,Proforma Membership Status,Anchor or Indie,Anchor Group,Proforma Approved Lists,Tenure (Years),Tenure Group,Band,Date Paid,Payment Timeframe,Payment Time Frame 2,Payment Time Frame 3,Total Net Paid,Starting Net,Auto Renewal - Proforma Release,Now on Auto Renewal,Process
6503,565596782528,2024-10-31,Won,Renewed,2024-10-31,2024-10-01,BACS,25.0,Accredited,Anchored,2,2,124,,Band E,2024-11-13 00:00:00.000,13.0,Within 13 Days After Renewal,Paid Late,1349.0,1349,0,0,process
6504,564374876134,2024-10-10,Won,Renewed,2024-10-23,2024-10-01,BACS,28.0,Accredited,Anchored,4-9,5,12,4+,Band C2,2024-10-11 00:00:00.000,-12.0,Within 13 Days Prior to Renewal,Paid Early,1069.0,1069,0,0,process
6505,539385279688,2024-09-25,Won,Renewed,2024-10-02,2024-10-01,BACS,28.0,Accredited,Anchored,4-9,9,12,4+,Band E,2024-09-26 00:00:00.000,-6.0,Within 13 Days Prior to Renewal,Paid Early,1349.0,1349,0,0,process
6506,539383759600,2024-09-23,Won,Renewed,2024-10-20,2024-10-01,CARD,23.0,Member Only,Independent,Independent,0,9,4+,Band B,2024-10-31 14:38:41.257,11.0,Within 13 Days After Renewal,Paid Late,499.0,599,1,0,process
6507,564756164812,2024-10-16,Won,Renewed,2024-10-20,2024-10-01,CARD,23.0,Member Only,Independent,Independent,0,9,4+,Band B,2024-10-31 14:38:41.257,11.0,Within 13 Days After Renewal,Paid Late,499.0,599,1,0,process
6508,564894928713,2024-10-21,Won,Renewed,2024-10-20,2024-10-01,CARD,23.0,Member Only,Independent,Independent,0,9,4+,Band B,2024-10-31 14:38:41.257,11.0,Within 13 Days After Renewal,Paid Late,499.0,599,1,0,process
6509,565090372300,2024-10-22,Won,Renewed,2024-10-20,2024-10-01,CARD,23.0,Member Only,Independent,Independent,0,9,4+,Band B,2024-10-31 14:38:41.257,11.0,Within 13 Days After Renewal,Paid Late,499.0,599,1,0,process
6510,565434262293,2024-10-29,Won,Renewed,2024-10-20,2024-10-01,CARD,23.0,Member Only,Independent,Independent,0,9,4+,Band B,2024-10-31 14:38:41.257,11.0,Within 13 Days After Renewal,Paid Late,499.0,599,1,0,process
6511,565596689313,2024-10-31,Won,Renewed,2024-10-20,2024-10-01,CARD,23.0,Member Only,Independent,Independent,0,9,4+,Band B,2024-10-31 14:38:41.257,11.0,Within 13 Days After Renewal,Paid Late,499.0,599,1,0,process
6512,564070232059,2024-10-04,Won,Renewed,2024-10-26,2024-10-01,CARD,25.0,Accredited,Anchored,2,2,1,1,Band C1,2024-10-26 04:00:26.767,0.0,On Renewal Date,Paid on Time,919.0,919,1,1,process
6513,564233994751,2024-10-09,Won,Renewed,2024-10-05,2024-10-01,BACS,28.0,Accredited,Anchored,4-9,7,12,4+,Band F1,2024-10-01 00:00:00.000,-4.0,Within 13 Days Prior to Renewal,Paid Early,1849.0,1849,0,0,process
6514,539384575895,2024-09-24,Won,Renewed,2024-10-08,2024-10-01,CARD,27.0,Accredited,Anchored,1,1,12,4+,Band B,2024-09-24 12:08:00.000,-14.0,Within 1 Month Prior to Renewal,Paid Early,599.0,599,0,0,process
6515,539049970778,2024-09-18,Won,Renewed,2024-10-15,2024-10-01,CARD,23.0,Member Only,Independent,Independent,0,12,4+,Band F1,2024-10-15 04:01:03.133,0.0,On Renewal Date,Paid on Time,1849.0,1849,1,1,process
6516,565090876900,2024-10-23,Won,Renewed,2024-10-23,2024-10-01,CARD,27.0,Accredited,Anchored,1,1,12,4+,Band D,2024-10-23 11:46:52.443,0.0,On Renewal Date,Paid on Time,1159.0,1159,1,1,process
6517,565090877614,2024-10-23,Won,Renewed,2024-10-23,2024-10-01,CARD,27.0,Accredited,Anchored,1,1,12,4+,Band D,2024-10-23 11:46:52.443,0.0,On Renewal Date,Paid on Time,1159.0,1159,1,1,process
6518,565090997648,2024-10-23,Won,Renewed,2024-10-23,2024-10-01,CARD,27.0,Accredited,Anchored,1,1,12,4+,Band D,2024-10-23 11:46:52.443,0.0,On Renewal Date,Paid on Time,1159.0,1159,1,1,process
6519,539235623401,2024-09-19,Won,Renewed,2024-10-19,2024-10-01,BACS,28.0,Accredited,Anchored,4-9,7,7,4+,Band G,2024-10-11 00:00:00.000,-8.0,Within 13 Days Prior to Renewal,Paid Early,2249.0,2249,0,0,process
6520,539571119258,2024-09-26,Won,Renewed,2024-10-19,2024-10-01,BACS,28.0,Accredited,Anchored,4-9,7,7,4+,Band G,2024-10-11 00:00:00.000,-8.0,Within 13 Days Prior to Renewal,Paid Early,2249.0,2249,0,0,process
6521,564757448027,2024-10-18,Won,Renewed,2024-10-26,2024-10-01,CARD,27.0,Accredited,Anchored,1,1,12,4+,Band B,2024-10-18 09:23:52.747,-8.0,Within 13 Days Prior to Renewal,Paid Early,684.0,684,0,1,process
6522,539571202066,2024-09-26,Lost,Do Not Work for Client,2024-10-01,2024-10-01,,26.0,Accredited,Independent,Independent,0,12,4+,Band B,,,,,,704,0,0,process
6523,539384941186,2024-09-24,Won,Renewed,2024-10-19,2024-10-01,CARD,23.5,Member Only,Anchored,1,1,6,4+,Band B,2024-10-19 04:00:36.163,0.0,On Renewal Date,Paid on Time,599.0,599,1,0,process
6524,564233987140,2024-10-09,Won,Renewed,2024-10-27,2024-10-01,CARD,23.5,Accredited,Independent,Independent,0,1,1,Band B,2024-10-27 04:01:08.223,0.0,On Renewal Date,Paid on Time,684.0,684,1,1,process
6525,589927914750,2024-11-05,Won,Renewed,2024-10-05,2024-10-01,CARD,26.0,Accredited,Anchored,1,1,3,3,Band C2,2024-11-05 15:24:44.360,31.0,1-2 Months After Renewal,Paid Late,949.0,949,1,1,process
6526,589928410191,2024-11-05,Won,Renewed,2024-10-05,2024-10-01,CARD,26.0,Accredited,Anchored,1,1,3,3,Band C2,2024-11-05 15:24:44.360,31.0,1-2 Months After Renewal,Paid Late,949.0,949,1,1,process
6527,539894403246,2024-10-02,Won,Renewed,2024-10-16,2024-10-01,BACS,27.5,Accredited,Anchored,2,2,9,4+,Band D,2024-10-02 00:00:00.000,-14.0,Within 1 Month Prior to Renewal,Paid Early,1279.0,1279,0,0,process
6528,539236012409,2024-09-20,Won,Renewed,2024-10-30,2024-10-01,BACS,28.0,Accredited,Anchored,4-9,4,9,4+,Band C2,2024-09-23 00:00:00.000,-37.0,1-2 Months Prior to Renewal,Paid Early,1069.0,1069,0,0,process
6529,539719289820,2024-09-30,Won,Renewed,2024-10-14,2024-10-01,CARD,27.5,Accredited,Anchored,2,2,8,4+,Band C1,2024-10-01 15:25:00.000,-13.0,Within 13 Days Prior to Renewal,Paid Early,799.0,919,0,0,process
6530,564375786895,2024-10-11,Won,Renewed,2024-10-12,2024-10-01,BACS,28.0,Accredited,Anchored,4-9,4,9,4+,Band E,2024-10-10 00:00:00.000,-2.0,Within 13 Days Prior to Renewal,Paid Early,1349.0,1349,0,0,process
6531,564542238261,2024-10-14,Won,Renewed,2024-10-14,2024-10-01,BACS,25.0,In Progress,Anchored,1,1,4,4+,Band E,2024-10-15 00:00:00.000,1.0,Within 13 Days After Renewal,Paid Late,1226.2,1499,0,0,process
6532,589929396978,2024-11-06,Won,Renewed,2024-10-10,2024-10-01,WORLD PAY,27.5,Accredited,Anchored,4-9,6,6,4+,Band C1,2024-10-10 04:00:45.433,0.0,On Renewal Date,Paid on Time,799.0,799,1,1,process
6533,539570778948,2024-09-25,Won,Renewed,2024-10-10,2024-10-01,WORLD PAY,27.5,Accredited,Anchored,4-9,6,6,4+,Band C1,2024-10-10 04:00:45.433,0.0,On Renewal Date,Paid on Time,799.0,799,1,1,process
6534,564071169006,2024-10-07,Won,Renewed,2024-10-19,2024-10-01,BACS,27.0,Accredited,Anchored,1,1,8,4+,Band D,2024-10-11 00:00:00.000,-8.0,Within 13 Days Prior to Renewal,Paid Early,1159.0,1159,0,0,process
6535,539049367684,2024-09-18,Won,Renewed,2024-10-19,2024-10-01,BACS,27.0,Accredited,Anchored,1,1,8,4+,Band D,2024-10-11 00:00:00.000,-8.0,Within 13 Days Prior to Renewal,Paid Early,1159.0,1159,0,0,process
6536,590914926944,2024-11-21,Won,Renewed,2024-10-08,2024-10-01,BACS,26.5,Accredited,Anchored,2,2,3,3,Band C2,2024-09-30 00:00:00.000,-8.0,Within 13 Days Prior to Renewal,Paid Early,949.0,949,0,0,process
6537,564375101701,2024-10-10,Won,Renewed,2024-10-24,2024-10-01,BACS,27.0,Accredited,Anchored,1,1,7,4+,Band B,2024-10-10 00:00:00.000,-14.0,Within 1 Month Prior to Renewal,Paid Early,499.0,684,0,0,process
6538,564375115329,2024-10-10,Won,Renewed,2024-10-24,2024-10-01,BACS,27.0,Accredited,Anchored,1,1,7,4+,Band B,2024-10-10 00:00:00.000,-14.0,Within 1 Month Prior to Renewal,Paid Early,499.0,684,0,0,process
6539,564375130794,2024-10-10,Won,Renewed,2024-10-24,2024-10-01,BACS,27.0,Accredited,Anchored,1,1,7,4+,Band B,2024-10-10 00:00:00.000,-14.0,Within 1 Month Prior to Renewal,Paid Early,499.0,684,0,0,process
6540,565433035809,2024-10-28,Won,Renewed,2024-10-27,2024-10-01,BACS,24.5,In Progress,Anchored,1,1,3,3,Band B,2024-10-29 00:00:00.000,2.0,Within 13 Days After Renewal,Paid Late,599.0,599,0,0,process
6541,539894295443,2024-10-02,Won,Renewed,2024-10-17,2024-10-01,BACS,28.0,Accredited,Anchored,10+,30,11,4+,Band D,2024-10-08 00:00:00.000,-9.0,Within 13 Days Prior to Renewal,Paid Early,1279.0,1279,0,0,process
6542,564069762670,2024-10-04,Won,Renewed,2024-10-17,2024-10-01,BACS,28.0,Accredited,Anchored,10+,30,11,4+,Band D,2024-10-08 00:00:00.000,-9.0,Within 13 Days Prior to Renewal,Paid Early,1279.0,1279,0,0,process
6543,564069766345,2024-10-04,Won,Renewed,2024-10-17,2024-10-01,BACS,28.0,Accredited,Anchored,10+,30,11,4+,Band D,2024-10-08 00:00:00.000,-9.0,Within 13 Days Prior to Renewal,Paid Early,1279.0,1279,0,0,process
6544,564069872321,2024-10-04,Won,Renewed,2024-10-17,2024-10-01,BACS,28.0,Accredited,Anchored,10+,30,11,4+,Band D,2024-10-08 00:00:00.000,-9.0,Within 13 Days Prior to Renewal,Paid Early,1279.0,1279,0,0,process
6545,564071232455,2024-10-07,Won,Renewed,2024-10-27,2024-10-01,BACS,27.0,Accredited,Anchored,1,1,8,4+,Band C2,2024-10-07 00:00:00.000,-20.0,Within 1 Month Prior to Renewal,Paid Early,786.2,949,0,0,process
6546,564376163261,2024-10-11,Lost,Refused to Discuss,2024-10-25,2024-10-01,,22.0,Member Only,Independent,Independent,0,3,3,Band B,,,,,,599,0,0,process
6547,539893682794,2024-10-01,Won,Renewed,2024-10-08,2024-10-01,CARD,28.0,Accredited,Anchored,3,3,11,4+,Band C1,2024-10-01 16:01:17.100,-7.0,Within 13 Days Prior to Renewal,Paid Early,799.0,799,0,1,process
6548,539385219743,2024-09-25,Won,Renewed,2024-10-08,2024-10-01,CARD,28.0,Accredited,Anchored,3,3,11,4+,Band C1,2024-10-01 16:01:17.100,-7.0,Within 13 Days Prior to Renewal,Paid Early,799.0,799,0,1,process
6549,539894558349,2024-10-02,Won,Renewed,2024-10-20,2024-10-01,BACS,26.0,Accredited,Anchored,1,1,2,2,Band D,2024-10-24 00:00:00.000,4.0,Within 13 Days After Renewal,Paid Late,1279.0,1279,0,0,process
6550,564542186012,2024-10-14,Won,Renewed,2024-10-20,2024-10-01,BACS,26.0,Accredited,Anchored,1,1,2,2,Band D,2024-10-24 00:00:00.000,4.0,Within 13 Days After Renewal,Paid Late,1279.0,1279,0,0,process
6551,564895337764,2024-10-21,Won,Renewed,2024-10-20,2024-10-01,BACS,26.0,Accredited,Anchored,1,1,2,2,Band D,2024-10-24 00:00:00.000,4.0,Within 13 Days After Renewal,Paid Late,1279.0,1279,0,0,process
6552,539384520575,2024-09-24,Won,Renewed,2024-10-02,2024-10-01,CARD,28.0,Accredited,Anchored,3,3,11,4+,Band D,2024-10-02 04:00:49.700,0.0,On Renewal Date,Paid on Time,1279.0,1279,1,1,process
6553,564070081498,2024-10-04,Won,Renewed,2024-10-08,2024-10-01,WORLD PAY,28.0,Accredited,Anchored,4-9,5,14,4+,Band C1,2024-10-08 10:20:09.273,0.0,On Renewal Date,Paid on Time,799.0,919,0,1,process
6554,590065057518,2024-11-07,Won,Renewed,2024-10-30,2024-10-01,CARD,26.0,Accredited,Independent,Independent,0,11,4+,Band B,2024-11-15 11:31:58.817,16.0,Within 1 Month After Renewal,Paid Late,599.0,684,0,1,process
6555,565432985763,2024-10-28,Won,Renewed,2024-10-30,2024-10-01,CARD,26.0,Accredited,Independent,Independent,0,11,4+,Band B,2024-11-15 11:31:58.817,16.0,Within 1 Month After Renewal,Paid Late,599.0,684,0,1,process
6556,565595786621,2024-10-30,Won,Renewed,2024-10-30,2024-10-01,CARD,26.0,Accredited,Independent,Independent,0,11,4+,Band B,2024-11-15 11:31:58.817,16.0,Within 1 Month After Renewal,Paid Late,599.0,684,0,1,process
6557,564232687577,2024-10-07,Won,Renewed,2024-10-07,2024-10-01,WORLD PAY,26.0,Accredited,Independent,Independent,0,11,4+,Band C2,2024-10-08 09:07:50.903,1.0,Within 13 Days After Renewal,Paid Late,949.0,949,0,1,process
6558,564233053148,2024-10-08,Won,Renewed,2024-10-07,2024-10-01,WORLD PAY,26.0,Accredited,Independent,Independent,0,11,4+,Band C2,2024-10-08 09:07:50.903,1.0,Within 13 Days After Renewal,Paid Late,949.0,949,0,1,process
6559,539720107920,2024-10-01,Won,Renewed,2024-10-08,2024-10-01,CARD,28.0,Accredited,Anchored,4-9,4,11,4+,Band D,2024-10-01 09:13:58.283,-7.0,Within 13 Days Prior to Renewal,Paid Early,1159.0,1159,0,1,process
6560,564542449308,2024-10-14,Won,Renewed,2024-10-08,2024-10-01,CARD,28.0,Accredited,Anchored,4-9,4,11,4+,Band D,2024-10-14 13:45:23.903,6.0,Within 13 Days After Renewal,Paid Late,1279.0,1279,1,1,process
6561,565227860614,2024-10-24,Won,Renewed,2024-10-08,2024-10-01,CARD,23.0,Member Only,Independent,Independent,0,11,4+,Band B,2024-10-24 11:58:03.660,16.0,Within 1 Month After Renewal,Paid Late,564.0,704,1,0,process
6562,538861791342,2024-09-13,Won,Renewed,2024-10-10,2024-10-01,WORLD PAY,26.5,In Progress,Anchored,4-9,7,11,4+,Band D,2024-10-10 04:00:48.127,0.0,On Renewal Date,Paid on Time,1159.0,1159,1,1,process
6563,564375925277,2024-10-11,Won,Renewed,2024-10-13,2024-10-01,BACS,26.5,In Progress,Anchored,4-9,4,11,4+,Band D,2024-10-11 00:00:00.000,-2.0,Within 13 Days Prior to Renewal,Paid Early,1159.0,1159,0,0,process
6564,539720270802,2024-10-01,Won,Renewed,2024-10-14,2024-10-01,CARD,23.0,Member Only,Independent,Independent,0,11,4+,Band B,2024-10-14 14:24:59.240,0.0,On Renewal Date,Paid on Time,684.0,684,0,1,process
6565,564232561928,2024-10-07,Won,Renewed,2024-10-14,2024-10-01,CARD,23.0,Member Only,Independent,Independent,0,11,4+,Band B,2024-10-14 14:24:59.240,0.0,On Renewal Date,Paid on Time,684.0,684,0,1,process
6566,564234418100,2024-10-09,Won,Renewed,2024-10-14,2024-10-01,CARD,23.0,Member Only,Independent,Independent,0,11,4+,Band B,2024-10-14 14:24:59.240,0.0,On Renewal Date,Paid on Time,684.0,684,0,1,process
6567,564375913123,2024-10-11,Won,Renewed,2024-10-14,2024-10-01,CARD,23.0,Member Only,Independent,Independent,0,11,4+,Band B,2024-10-14 14:24:59.240,0.0,On Renewal Date,Paid on Time,684.0,684,0,1,process
6568,564542262423,2024-10-14,Won,Renewed,2024-10-14,2024-10-01,CARD,23.0,Member Only,Independent,Independent,0,11,4+,Band B,2024-10-14 14:24:59.240,0.0,On Renewal Date,Paid on Time,684.0,684,0,1,process
6569,538342842368,2024-09-05,Won,Renewed,2024-10-15,2024-10-01,BACS,28.0,Accredited,Anchored,3,3,11,4+,Band D,2024-10-10 00:00:00.000,-5.0,Within 13 Days Prior to Renewal,Paid Early,1199.0,1279,0,0,process
6570,564756963264,2024-10-17,Won,Renewed,2024-10-27,2024-10-01,BACS,26.5,Accredited,Anchored,2,2,2,2,Band D,2024-10-17 00:00:00.000,-10.0,Within 13 Days Prior to Renewal,Paid Early,1309.0,1309,0,0,process
6571,564071233250,2024-10-07,Won,Renewed,2024-10-07,2024-10-01,BACS,28.0,Accredited,Anchored,10+,12,11,4+,Band F1,2024-10-11 00:00:00.000,4.0,Within 13 Days After Renewal,Paid Late,1849.0,1849,0,0,process
6572,539384906801,2024-09-24,Won,Renewed,2024-10-07,2024-10-01,BACS,28.0,Accredited,Anchored,10+,12,11,4+,Band F1,2024-10-11 00:00:00.000,4.0,Within 13 Days After Renewal,Paid Late,1849.0,1849,0,0,process
6573,539894828086,2024-10-03,Won,Renewed,2024-10-30,2024-10-01,CARD,23.5,Accredited,Independent,Independent,0,1,1,Band B,2024-10-30 04:00:54.237,0.0,On Renewal Date,Paid on Time,599.0,599,1,1,process
6574,539049549798,2024-09-18,Won,Renewed,2024-10-19,2024-10-01,BACS,25.0,Accredited,Anchored,2,2,1,1,Group,2024-08-22 00:00:00.000,-58.0,1-2 Months Prior to Renewal,Paid Early,5035.0,4636,0,0,process
6575,539385162084,2024-09-25,Won,Renewed,2024-10-19,2024-10-01,BACS,25.0,Accredited,Anchored,2,2,1,1,Group,2024-08-22 00:00:00.000,-58.0,1-2 Months Prior to Renewal,Paid Early,5035.0,4636,0,0,process
6576,539894798504,2024-10-03,Won,Renewed,2024-10-22,2024-10-01,CARD,26.0,Accredited,Independent,Independent,0,11,4+,Band C2,2024-10-23 16:09:01.837,1.0,Within 13 Days After Renewal,Paid Late,949.0,949,1,1,process
6577,565090041594,2024-10-22,Won,Renewed,2024-10-22,2024-10-01,CARD,26.0,Accredited,Independent,Independent,0,11,4+,Band C2,2024-10-23 16:09:01.837,1.0,Within 13 Days After Renewal,Paid Late,949.0,949,1,1,process
6578,565090845366,2024-10-23,Won,Renewed,2024-10-22,2024-10-01,CARD,26.0,Accredited,Independent,Independent,0,11,4+,Band C2,2024-10-23 16:09:01.837,1.0,Within 13 Days After Renewal,Paid Late,949.0,949,1,1,process
6579,565090857238,2024-10-23,Won,Renewed,2024-10-22,2024-10-01,CARD,26.0,Accredited,Independent,Independent,0,11,4+,Band C2,2024-10-23 16:09:01.837,1.0,Within 13 Days After Renewal,Paid Late,949.0,949,1,1,process
6580,565091342281,2024-10-23,Won,Renewed,2024-10-22,2024-10-01,CARD,26.0,Accredited,Independent,Independent,0,11,4+,Band C2,2024-10-23 16:09:01.837,1.0,Within 13 Days After Renewal,Paid Late,949.0,949,1,1,process
6581,564375188700,2024-10-10,Won,Renewed,2024-10-18,2024-10-01,CARD,27.5,Accredited,Anchored,4-9,5,6,4+,Band C2,2024-10-10 14:01:00.000,-8.0,Within 13 Days Prior to Renewal,Paid Early,874.0,949,0,0,process
6582,564375189332,2024-10-10,Won,Renewed,2024-10-18,2024-10-01,CARD,27.5,Accredited,Anchored,4-9,5,6,4+,Band C2,2024-10-10 14:01:00.000,-8.0,Within 13 Days Prior to Renewal,Paid Early,874.0,949,0,0,process
6583,538484434974,2024-09-10,Won,Renewed,2024-10-29,2024-10-01,CARD,27.0,Accredited,Anchored,1,1,11,4+,Band B,2024-09-10 16:31:34.317,-49.0,1-2 Months Prior to Renewal,Paid Early,599.0,599,0,1,process
6584,538483598515,2024-09-09,Won,Renewed,2024-10-05,2024-10-01,WORLD PAY,26.5,Accredited,Anchored,2,2,2,2,Band E,2024-10-05 04:01:20.247,0.0,On Renewal Date,Paid on Time,1469.0,1469,1,1,process
6585,539719506237,2024-09-30,Won,Renewed,2024-10-27,2024-10-01,CARD,24.0,Member Only,Anchored,1,1,8,4+,Band C1,2024-10-27 04:01:12.977,0.0,On Renewal Date,Paid on Time,799.0,799,1,1,process
6586,538682813715,2024-09-12,Won,Renewed,2024-10-11,2024-10-01,BACS,28.0,Accredited,Anchored,3,3,11,4+,Band D,2024-10-08 00:00:00.000,-3.0,Within 13 Days Prior to Renewal,Paid Early,954.2,1159,0,0,process
6587,539894416162,2024-10-02,Won,Renewed,2024-10-02,2024-10-01,BACS,28.0,Accredited,Anchored,3,3,11,4+,Band E,2024-10-09 00:00:00.000,7.0,Within 13 Days After Renewal,Paid Late,1349.0,1349,0,0,process
6588,564069970817,2024-10-04,Won,Renewed,2024-10-02,2024-10-01,BACS,28.0,Accredited,Anchored,3,3,11,4+,Band E,2024-10-09 00:00:00.000,7.0,Within 13 Days After Renewal,Paid Late,1349.0,1349,0,0,process
6589,539236451785,2024-09-20,Won,Renewed,2024-10-02,2024-10-01,BACS,28.0,Accredited,Anchored,3,3,11,4+,Band E,2024-10-09 00:00:00.000,7.0,Within 13 Days After Renewal,Paid Late,1349.0,1349,0,0,process
6590,539383633384,2024-09-23,Won,Renewed,2024-10-02,2024-10-01,BACS,28.0,Accredited,Anchored,3,3,11,4+,Band E,2024-10-09 00:00:00.000,7.0,Within 13 Days After Renewal,Paid Late,1349.0,1349,0,0,process
6591,539383745789,2024-09-23,Won,Renewed,2024-10-02,2024-10-01,BACS,28.0,Accredited,Anchored,3,3,11,4+,Band E,2024-10-09 00:00:00.000,7.0,Within 13 Days After Renewal,Paid Late,1349.0,1349,0,0,process
6592,564543399058,2024-10-15,Won,Renewed,2024-10-02,2024-10-01,BACS,28.0,Accredited,Anchored,3,3,11,4+,Band E,2024-10-09 00:00:00.000,7.0,Within 13 Days After Renewal,Paid Late,1349.0,1349,0,0,process
6593,564543412188,2024-10-15,Won,Renewed,2024-10-02,2024-10-01,BACS,28.0,Accredited,Anchored,3,3,11,4+,Band E,2024-10-09 00:00:00.000,7.0,Within 13 Days After Renewal,Paid Late,1349.0,1349,0,0,process
6594,591234290253,2024-11-26,Won,Renewed,2024-10-06,2024-10-01,WORLD PAY,25.5,Accredited,Anchored,3,3,1,1,Band C2,2024-10-06 04:01:09.227,0.0,On Renewal Date,Paid on Time,949.0,949,1,1,process
6595,538682951665,2024-09-12,Won,Renewed,2024-10-15,2024-10-01,BACS,27.5,Accredited,Anchored,10+,14,6,4+,Group,2024-10-25 00:00:00.000,10.0,Within 13 Days After Renewal,Paid Late,3838.0,3838,0,0,process
6596,565090806226,2024-10-23,Won,Renewed,2024-10-22,2024-10-01,BACS,27.0,Accredited,Anchored,2,2,6,4+,Band F1,2024-10-28 00:00:00.000,6.0,Within 13 Days After Renewal,Paid Late,1828.1,2009,1,0,process
6597,565227647249,2024-10-24,Won,Renewed,2024-10-22,2024-10-01,BACS,27.0,Accredited,Anchored,2,2,6,4+,Band F1,2024-10-28 00:00:00.000,6.0,Within 13 Days After Renewal,Paid Late,1828.1,2009,1,0,process
6598,564375582694,2024-10-11,Won,Renewed,2024-10-25,2024-10-01,BACS,28.0,Accredited,Anchored,4-9,5,8,4+,Group,2024-10-15 00:00:00.000,-10.0,Within 13 Days Prior to Renewal,Paid Early,4636.0,4636,0,0,process
6599,564375588961,2024-10-11,Won,Renewed,2024-10-25,2024-10-01,BACS,28.0,Accredited,Anchored,4-9,5,8,4+,Group,2024-10-15 00:00:00.000,-10.0,Within 13 Days Prior to Renewal,Paid Early,4636.0,4636,0,0,process
6600,564375602598,2024-10-11,Won,Renewed,2024-10-25,2024-10-01,BACS,28.0,Accredited,Anchored,4-9,5,8,4+,Group,2024-10-15 00:00:00.000,-10.0,Within 13 Days Prior to Renewal,Paid Early,4636.0,4636,0,0,process
6601,564233885257,2024-10-09,Won,Renewed,2024-10-21,2024-10-01,BACS,26.5,Accredited,Anchored,1,1,5,4+,Band B,2024-10-24 00:00:00.000,3.0,Within 13 Days After Renewal,Paid Late,583.0,704,0,0,process
6602,538483608686,2024-09-09,Won,Renewed,2024-10-04,2024-10-01,WORLD PAY,25.5,Accredited,Independent,Independent,0,6,4+,Band B,2024-10-04 04:00:32.970,0.0,On Renewal Date,Paid on Time,704.0,704,1,1,process
6603,539893575171,2024-10-01,Won,Renewed,2024-10-19,2024-10-01,BACS,28.0,Accredited,Anchored,4-9,5,15,4+,Band F2,2024-10-14 00:00:00.000,-5.0,Within 13 Days Prior to Renewal,Paid Early,1979.0,1979,0,0,process
6604,565433153228,2024-10-28,Won,Renewed,2024-10-25,2024-10-01,BACS,28.0,Accredited,Anchored,4-9,4,7,4+,Band C1,2024-10-25 00:00:00.000,0.0,On Renewal Date,Paid on Time,799.0,799,0,0,process
6605,564375241997,2024-10-10,Lost,Not Value for Money,2024-10-17,2024-10-01,,25.0,Accredited,Independent,Independent,0,2,2,Band F2,,,,,,1979,1,0,process
6606,539050364559,2024-09-19,Won,Renewed,2024-10-15,2024-10-01,BACS,27.5,Accredited,Anchored,2,2,9,4+,Band E,2024-10-04 00:00:00.000,-11.0,Within 13 Days Prior to Renewal,Paid Early,1106.2,1349,0,0,process
6607,589928263603,2024-11-05,Won,Renewed,2024-10-27,2024-10-01,CARD,22.0,Member Only,Independent,Independent,0,3,3,Band B,2024-12-16 13:16:00.000,50.0,1-2 Months After Renewal,Paid Late,704.0,704,0,0,process
6608,564542179689,2024-10-14,Won,Renewed,2024-10-27,2024-10-01,CARD,22.0,Member Only,Independent,Independent,0,3,3,Band B,2024-12-16 13:16:00.000,50.0,1-2 Months After Renewal,Paid Late,704.0,704,0,0,process
6609,565433101878,2024-10-28,Won,Renewed,2024-10-27,2024-10-01,CARD,22.0,Member Only,Independent,Independent,0,3,3,Band B,2024-12-16 13:16:00.000,50.0,1-2 Months After Renewal,Paid Late,704.0,704,0,0,process
6610,590736896296,2024-11-19,Won,Renewed,2024-10-27,2024-10-01,CARD,22.0,Member Only,Independent,Independent,0,3,3,Band B,2024-12-16 13:16:00.000,50.0,1-2 Months After Renewal,Paid Late,704.0,704,0,0,process
6611,565595665031,2024-10-30,Won,Renewed,2024-10-31,2024-10-01,CARD,27.5,Accredited,Anchored,4-9,4,5,4+,Band B,2024-10-30 11:08:08.950,-1.0,Within 13 Days Prior to Renewal,Paid Early,684.0,684,0,1,process
6612,564233194335,2024-10-08,Won,Renewed,2024-10-08,2024-10-01,CARD,25.0,Accredited,Independent,Independent,0,3,3,Band G,2024-10-08 15:49:00.000,0.0,On Renewal Date,Paid on Time,2439.0,2439,1,0,process
6613,564233248832,2024-10-08,Won,Renewed,2024-10-01,2024-10-01,BACS,26.5,Accredited,Anchored,1,1,6,4+,Band C2,2024-10-08 00:00:00.000,7.0,Within 13 Days After Renewal,Paid Late,949.0,949,0,0,process
6614,564070053967,2024-10-04,Won,Renewed,2024-10-17,2024-10-01,BACS,25.5,Accredited,Anchored,4-9,4,124,,Band F2,2024-10-16 00:00:00.000,-1.0,Within 13 Days Prior to Renewal,Paid Early,1979.0,1979,0,0,process
6615,564376178425,2024-10-11,Lost,Competitor Accreditation,2024-10-25,2024-10-01,,26.5,Accredited,Anchored,2,2,2,2,Band E,,,,,,1349,0,0,process
6616,564756308427,2024-10-16,Lost,Competitor Accreditation,2024-10-25,2024-10-01,,26.5,Accredited,Anchored,2,2,2,2,Band E,,,,,,1349,0,0,process
6617,565228986662,2024-10-25,Lost,Competitor Accreditation,2024-10-25,2024-10-01,,26.5,Accredited,Anchored,2,2,2,2,Band E,,,,,,1349,0,0,process
6618,538681991951,2024-09-11,Won,Renewed,2024-10-23,2024-10-01,CARD,26.5,Accredited,Anchored,1,1,5,4+,Band C1,2024-09-11 13:06:54.573,-42.0,1-2 Months Prior to Renewal,Paid Early,799.0,799,0,1,process
